### 2016-07-14 14:11:02.554859852 +0200 CEST Data Acquisition: aaaa 

### [Ard], localTime(us), sincroTime(us), sensorTime(us), distance(mm), accX(g), accY(g), accZ(g), gyrX(gr/s), gyrY(gr/s), gyrZ(gr/s) 

[D], 57089,
[Ard], 78572749, 0, 1650581308, 221, -0.989258, 0.038086, -0.023193, 1.450382, 0.854962, 0.480916
[Ard], 78610921, 0, 1650620828, 225, -0.978760, 0.057129, -0.028564, 1.267176, 1.488550, 0.206107
[Ard], 78652518, 0, 1650660348, 226, -0.985840, 0.050293, -0.031982, 1.312977, 1.648855, 0.251908
[Ard], 78693147, 0, 1650699868, 226, -0.974854, 0.050293, -0.037842, 1.320611, 1.572519, 0.221374
[Ard], 78733554, 0, 1650739388, 221, -0.982178, 0.044434, -0.021484, 1.358779, 1.450382, 0.198473
[Ard], 78747960, 0, 1650778908, 226, -0.982178, 0.052734, -0.031494, 1.381679, 1.496183, 0.244275
[Ard], 78787179, 0, 1650818428, 225, -0.982666, 0.048828, -0.024170, 1.236641, 1.488550, 0.221374
[Ard], 78831541, 0, 1650857948, 221, -0.983643, 0.049805, -0.029053, 1.244275, 1.419847, 0.236641
[Ard], 78868184, 0, 1650897468, 221, -0.983887, 0.047119, -0.037842, 1.427481, 1.564885, 0.251908
[Ard], 78912817, 0, 1650936988, 221, -0.982178, 0.049561, -0.040039, 1.259542, 1.541985, 0.190840
[Ard], 78951781, 0, 1650976508, 221, -0.987061, 0.045654, -0.023926, 1.404580, 1.610687, 0.038168
[Ard], 78996179, 0, 1651016028, 220, -0.985352, 0.048340, -0.023193, 1.312977, 1.564885, 0.251908
[Ard], 79037810, 0, 1651055548, 222, -0.977295, 0.048828, -0.027344, 1.381679, 1.435115, 0.213740
[Ard], 79078401, 0, 1651095068, 222, -0.986084, 0.045410, -0.036133, 1.297710, 1.503817, 0.160305
[Ard], 79125133, 0, 1651134588, 226, -0.984131, 0.047119, -0.037354, 1.366412, 1.503817, 0.152672
[Ard], 79169596, 0, 1651174108, 226, -0.986084, 0.044189, -0.043213, 1.274809, 1.580153, 0.282443
[Ard], 79210149, 0, 1651213628, 220, -0.981934, 0.052002, -0.035400, 1.442748, 1.564885, 0.022901
[Ard], 79247037, 0, 1651253148, 221, -0.980957, 0.046143, -0.028076, 1.351145, 1.526718, 0.114504
[Ard], 79287554, 0, 1651292668, 220, -0.981201, 0.048584, -0.032227, 1.427481, 1.740458, 0.091603
[Ard], 79300774, 0, 1651332188, 226, -0.978516, 0.047119, -0.026123, 1.427481, 1.702290, 0.396947
[Ard], 79347424, 0, 1651371708, 226, -0.979980, 0.049316, -0.034424, 1.259542, 1.389313, 0.175573
[Ard], 79396605, 0, 1651411228, 225, -0.982178, 0.042725, -0.026123, 1.267176, 1.633588, 0.221374
[Ard], 79434632, 0, 1651450748, 221, -0.985840, 0.049561, -0.026367, 1.603053, 1.496183, 0.206107
[Ard], 79478861, 0, 1651490268, 220, -0.986572, 0.052002, -0.032715, 1.366412, 1.603053, 0.251908
[Ard], 79499432, 0, 1651529788, 221, -0.988770, 0.046143, -0.028564, 1.175573, 1.358779, 0.106870
[Ard], 79542531, 0, 1651569308, 221, -0.985352, 0.043945, -0.032227, 1.335878, 1.526718, 0.152672
[Ard], 79580434, 0, 1651608828, 220, -0.984375, 0.047363, -0.022461, 1.419847, 1.442748, 0.290076
[Ard], 79627274, 0, 1651648348, 221, -0.979736, 0.050293, -0.028809, 1.374046, 1.648855, 0.320611
[Ard], 79666454, 0, 1651687868, 220, -0.982422, 0.047119, -0.032227, 1.358779, 1.549618, 0.167939
[Ard], 79714556, 0, 1651727388, 221, -0.982666, 0.046631, -0.031250, 1.458015, 1.625954, 0.366412
[Ard], 79755178, 0, 1651766908, 222, -0.985352, 0.050781, -0.025391, 1.564885, 1.587786, 0.099237
[Ard], 79793554, 0, 1651806428, 221, -0.981689, 0.043945, -0.029785, 1.381679, 1.709924, 0.076336
[Ard], 79836505, 0, 1651845948, 226, -0.986816, 0.047607, -0.040771, 1.290076, 1.748092, 0.175573
[Ard], 79879318, 0, 1651885468, 225, -0.983643, 0.054443, -0.032959, 1.335878, 1.809160, 0.129771
[Ard], 79921219, 0, 1651924988, 226, -0.977783, 0.048096, -0.035156, 1.412214, 1.404580, 0.167939
[Ard], 79934254, 0, 1651964508, 226, -0.980469, 0.045166, -0.033936, 1.312977, 1.503817, 0.244275
[Ard], 79976245, 0, 1652004028, 222, -0.982666, 0.046631, -0.030273, 1.473282, 1.641221, 0.068702
[Ard], 80016704, 0, 1652043548, 226, -0.976318, 0.046631, -0.030273, 1.389313, 1.687023, 0.198473
[Ard], 80056915, 0, 1652083068, 220, -0.981689, 0.047852, -0.032715, 1.358779, 1.595420, 0.343511
[Ard], 80106339, 0, 1652122588, 222, -0.981689, 0.046387, -0.031494, 1.366412, 1.580153, 0.267176
[Ard], 80145505, 0, 1652162108, 221, -0.981934, 0.047363, -0.037109, 1.328244, 1.633588, 0.022901
[Ard], 80198722, 0, 1652201628, 221, -0.984619, 0.048340, -0.028076, 1.297710, 1.511450, 0.297710
[Ard], 80211727, 0, 1652241148, 221, -0.986572, 0.049072, -0.032471, 1.343511, 1.465649, 0.122137
[Ard], 80258526, 0, 1652280668, 220, -0.987549, 0.047852, -0.027344, 1.328244, 1.526718, -0.007634
[Ard], 80310311, 0, 1652320188, 221, -0.981201, 0.051758, -0.027588, 1.458015, 1.625954, 0.282443
[Ard], 80350756, 0, 1652359708, 221, -0.983887, 0.045898, -0.030273, 1.213740, 1.587786, 0.106870
[Ard], 80393850, 0, 1652399228, 226, -0.980957, 0.048828, -0.031982, 1.206107, 1.748092, 0.091603
[Ard], 80433180, 0, 1652438748, 226, -0.982422, 0.046387, -0.032227, 1.244275, 1.564885, 0.312977
[Ard], 80473667, 0, 1652478268, 220, -0.984131, 0.047363, -0.030029, 1.366412, 1.458015, 0.259542
[Ard], 80489140, 0, 1652517788, 221, -0.981689, 0.048584, -0.039307, 1.366412, 1.549618, 0.099237
[Ard], 80532129, 0, 1652557308, 225, -0.986572, 0.047119, -0.042725, 1.557252, 1.557252, 0.320611
[Ard], 80578878, 0, 1652596828, 221, -0.985107, 0.045410, -0.038330, 1.236641, 1.396947, 0.129771
[Ard], 80620748, 0, 1652636348, 226, -0.976562, 0.044434, -0.020996, 1.183206, 1.580153, 0.267176
[Ard], 80663757, 0, 1652675868, 220, -0.981445, 0.054199, -0.035400, 1.335878, 1.671756, 0.282443
[Ard], 80704289, 0, 1652715388, 226, -0.979248, 0.050293, -0.031738, 1.320611, 1.419847, 0.053435
[Ard], 80743576, 0, 1652754908, 225, -0.985840, 0.045166, -0.031738, 1.450382, 1.664122, 0.335878
[Ard], 80787761, 0, 1652794428, 226, -0.975342, 0.041016, -0.030029, 1.412214, 1.603053, 0.198473
[Ard], 80830924, 0, 1652833948, 226, -0.976074, 0.051270, -0.028564, 1.335878, 1.595420, 0.282443
[Ard], 80840029, 0, 1652873468, 220, -0.985840, 0.051025, -0.039062, 1.427481, 1.496183, 0.167939
[Ard], 80885686, 0, 1652912988, 221, -0.980957, 0.044922, -0.034180, 1.351145, 1.534351, 0.312977
[Ard], 80925192, 0, 1652952508, 225, -0.982910, 0.049805, -0.029053, 1.541985, 1.595420, 0.305344
[Ard], 80971769, 0, 1652992028, 221, -0.979492, 0.045410, -0.038818, 1.320611, 1.618321, 0.007634
[Ard], 81012325, 0, 1653031548, 226, -0.983398, 0.046143, -0.033936, 1.396947, 1.389313, 0.312977
[Ard], 81056621, 0, 1653071068, 222, -0.988770, 0.050781, -0.030762, 1.259542, 1.656489, 0.312977
[Ard], 81099716, 0, 1653110588, 226, -0.977295, 0.052002, -0.028076, 1.274809, 1.687023, 0.274809
[Ard], 81140078, 0, 1653150108, 220, -0.977783, 0.050537, -0.033691, 1.335878, 1.557252, 0.198473
[Ard], 81187075, 0, 1653189628, 226, -0.979980, 0.053223, -0.043945, 1.297710, 1.458015, 0.091603
[Ard], 81196875, 0, 1653229148, 226, -0.984863, 0.048828, -0.032715, 1.450382, 1.725191, 0.190840
[Ard], 81242051, 0, 1653268668, 221, -0.986572, 0.052002, -0.027100, 1.496183, 1.687023, 0.198473
[Ard], 81287638, 0, 1653308188, 221, -0.981934, 0.044189, -0.026855, 1.236641, 1.419847, 0.221374
[Ard], 81334414, 0, 1653347708, 220, -0.988037, 0.049561, -0.033203, 1.358779, 1.549618, 0.175573
[Ard], 81378836, 0, 1653387228, 221, -0.978271, 0.049072, -0.029785, 1.320611, 1.595420, 0.122137
[Ard], 81416797, 0, 1653426748, 226, -0.979248, 0.046875, -0.023682, 1.290076, 1.603053, 0.190840
[Ard], 81458883, 0, 1653466268, 226, -0.988037, 0.045410, -0.034180, 1.389313, 1.519084, 0.236641
[Ard], 81498351, 0, 1653505788, 221, -0.983154, 0.052734, -0.037842, 1.473282, 1.564885, 0.145038
[Ard], 81537667, 0, 1653545308, 220, -0.981689, 0.054199, -0.036865, 1.503817, 1.694656, 0.122137
[Ard], 81576586, 0, 1653584828, 222, -0.978760, 0.050293, -0.027344, 1.290076, 1.694656, 0.236641
[Ard], 81618298, 0, 1653624348, 221, -0.984375, 0.045410, -0.029541, 1.427481, 1.305344, 0.282443
[Ard], 81661396, 0, 1653663868, 226, -0.987549, 0.054932, -0.038818, 1.358779, 1.519084, 0.175573
[Ard], 81674514, 0, 1653703388, 221, -0.984131, 0.049072, -0.036621, 1.290076, 1.396947, 0.190840
[Ard], 81715006, 0, 1653742908, 220, -0.983887, 0.047363, -0.032471, 1.366412, 1.526718, 0.267176
[Ard], 81758012, 0, 1653782428, 221, -0.982666, 0.049805, -0.030029, 1.267176, 1.587786, 0.183206
[Ard], 81801011, 0, 1653821948, 220, -0.981934, 0.052490, -0.033691, 1.488550, 1.534351, 0.145038
[Ard], 81850304, 0, 1653861468, 222, -0.981201, 0.054688, -0.026855, 1.549618, 1.519084, 0.076336
[Ard], 81896817, 0, 1653900988, 221, -0.982666, 0.053711, -0.031982, 1.435115, 1.488550, 0.160305
[Ard], 81937703, 0, 1653940508, 220, -0.982666, 0.053955, -0.032959, 1.312977, 1.335878, 0.160305
[Ard], 81953156, 0, 1653980028, 221, -0.981445, 0.054199, -0.036621, 1.526718, 1.709924, 0.190840
[Ard], 81994900, 0, 1654019548, 220, -0.979736, 0.047852, -0.030762, 1.366412, 1.458015, 0.183206
[Ard], 82037927, 0, 1654059068, 221, -0.987061, 0.046631, -0.031982, 1.244275, 1.541985, 0.213740
[Ard], 82076270, 0, 1654098588, 221, -0.984619, 0.044678, -0.030273, 1.404580, 1.557252, 0.145038
[Ard], 82121559, 0, 1654138108, 220, -0.979248, 0.049805, -0.033203, 1.267176, 1.534351, 0.229008
[Ard], 82166161, 0, 1654177628, 221, -0.978271, 0.047607, -0.030518, 1.396947, 1.519084, 0.213740
[Ard], 82206441, 0, 1654217148, 220, -0.988281, 0.046875, -0.030762, 1.366412, 1.396947, 0.305344
[Ard], 82251948, 0, 1654256668, 221, -0.982422, 0.046631, -0.029053, 1.183206, 1.694656, 0.259542
[Ard], 82262547, 0, 1654296188, 222, -0.981934, 0.047607, -0.031738, 1.328244, 1.473282, 0.206107
[Ard], 82304192, 0, 1654335708, 226, -0.982910, 0.055176, -0.019775, 1.351145, 1.694656, 0.160305
[Ard], 82349866, 0, 1654375228, 221, -0.980957, 0.044434, -0.031250, 1.343511, 1.603053, 0.190840
[Ard], 82388954, 0, 1654414748, 220, -0.983398, 0.046875, -0.022949, 1.465649, 1.610687, 0.160305
[Ard], 82434588, 0, 1654454268, 221, -0.985352, 0.047607, -0.039795, 1.366412, 1.702290, 0.137405
[Ard], 82473765, 0, 1654493788, 222, -0.986084, 0.050537, -0.030029, 1.381679, 1.465649, 0.022901
[Ard], 82519498, 0, 1654533308, 221, -0.981689, 0.050049, -0.025635, 1.282443, 1.465649, 0.259542
[Ard], 82567127, 0, 1654572828, 226, -0.989990, 0.054688, -0.041748, 1.259542, 1.526718, 0.282443
[Ard], 82604916, 0, 1654612348, 225, -0.980469, 0.050049, -0.026611, 1.381679, 1.366412, 0.190840
[Ard], 82643559, 0, 1654651868, 226, -0.982178, 0.053955, -0.033203, 1.358779, 1.328244, 0.190840
[Ard], 82659009, 0, 1654691388, 221, -0.980713, 0.048828, -0.030029, 1.137405, 1.679389, 0.053435
[Ard], 82702110, 0, 1654730908, 221, -0.983643, 0.046631, -0.036133, 1.274809, 1.488550, 0.175573
[Ard], 82741396, 0, 1654770428, 226, -0.988037, 0.049316, -0.034668, 1.534351, 1.404580, 0.190840
[Ard], 82781974, 0, 1654809948, 220, -0.981689, 0.055420, -0.031494, 1.343511, 1.564885, 0.259542
[Ard], 82829996, 0, 1654849468, 226, -0.984375, 0.047852, -0.040283, 1.198473, 1.526718, 0.190840
[Ard], 82871809, 0, 1654888988, 221, -0.984375, 0.049316, -0.031982, 1.267176, 1.725191, 0.274809
[Ard], 82913639, 0, 1654928508, 221, -0.985596, 0.052002, -0.031982, 1.305344, 1.580153, 0.312977
[Ard], 82952908, 0, 1654968028, 226, -0.979736, 0.047607, -0.031738, 1.404580, 1.511450, 0.297710
[Ard], 82993444, 0, 1655007548, 220, -0.987305, 0.045410, -0.027344, 1.381679, 1.740458, 0.160305
[Ard], 83032658, 0, 1655047068, 221, -0.984619, 0.042969, -0.031006, 1.335878, 1.389313, 0.145038
[Ard], 83072062, 0, 1655086588, 225, -0.980713, 0.049561, -0.027588, 1.305344, 1.671756, 0.274809
[Ard], 83116475, 0, 1655126108, 226, -0.985352, 0.051758, -0.036621, 1.404580, 1.656489, 0.259542
[Ard], 83159596, 0, 1655165628, 226, -0.981934, 0.049072, -0.029053, 1.358779, 1.633588, 0.106870
[Ard], 83168685, 0, 1655205148, 220, -0.980713, 0.043457, -0.037109, 1.496183, 1.541985, 0.145038
[Ard], 83215560, 0, 1655244668, 221, -0.980469, 0.059570, -0.033203, 1.496183, 1.320611, 0.129771
[Ard], 83257296, 0, 1655284188, 220, -0.976562, 0.049805, -0.032471, 1.343511, 1.526718, 0.312977
[Ard], 83300278, 0, 1655323708, 222, -0.980225, 0.052490, -0.033203, 1.305344, 1.442748, 0.083969
[Ard], 83342183, 0, 1655363228, 226, -0.980713, 0.046631, -0.034180, 1.236641, 1.526718, 0.206107
[Ard], 83385058, 0, 1655402748, 220, -0.981934, 0.052979, -0.031738, 1.419847, 1.732824, 0.297710
[Ard], 83429597, 0, 1655442268, 221, -0.978271, 0.048096, -0.041260, 1.412214, 1.564885, 0.213740
[Ard], 83471491, 0, 1655481788, 220, -0.983643, 0.052490, -0.029541, 1.374046, 1.435115, 0.335878
[Ard], 83492001, 0, 1655521308, 222, -0.983398, 0.052979, -0.027832, 1.435115, 1.648855, 0.221374
[Ard], 83532489, 0, 1655560828, 221, -0.986084, 0.047607, -0.037598, 1.343511, 1.534351, 0.190840
[Ard], 83571884, 0, 1655600348, 221, -0.985352, 0.047119, -0.029053, 1.267176, 1.625954, 0.320611
[Ard], 83615024, 0, 1655639868, 221, -0.980469, 0.049561, -0.033691, 1.366412, 1.480916, 0.267176
[Ard], 83654084, 0, 1655679388, 220, -0.978760, 0.046875, -0.025635, 1.404580, 1.702290, 0.167939
[Ard], 83697233, 0, 1655718908, 222, -0.982178, 0.050781, -0.030518, 1.389313, 1.519084, 0.297710
[Ard], 83739210, 0, 1655758428, 221, -0.983643, 0.049561, -0.037354, 1.343511, 1.175573, 0.290076
[Ard], 83782027, 0, 1655797948, 222, -0.977783, 0.046631, -0.032715, 1.442748, 1.564885, 0.274809
[Ard], 83826272, 0, 1655837468, 221, -0.985840, 0.047607, -0.028320, 1.366412, 1.938931, 0.152672
[Ard], 83868074, 0, 1655876988, 220, -0.986328, 0.049561, -0.028076, 1.328244, 1.503817, 0.190840
[Ard], 83891124, 0, 1655916508, 221, -0.975830, 0.051514, -0.039795, 1.229008, 1.175573, 0.305344
[Ard], 83930235, 0, 1655956028, 221, -0.986816, 0.050049, -0.032959, 1.267176, 1.702290, 0.251908
[Ard], 83970916, 0, 1655995548, 226, -0.977783, 0.051514, -0.030518, 1.312977, 1.549618, 0.068702
[Ard], 84016398, 0, 1656035068, 221, -0.977783, 0.050781, -0.030762, 1.473282, 1.458015, 0.274809
[Ard], 84057154, 0, 1656074588, 225, -0.984375, 0.044678, -0.031982, 1.297710, 1.534351, 0.374046
[Ard], 84097682, 0, 1656114108, 221, -0.987061, 0.047607, -0.034912, 1.236641, 1.480916, 0.152672
[Ard], 84138157, 0, 1656153628, 222, -0.978516, 0.051270, -0.033447, 1.503817, 1.580153, 0.351145
[Ard], 84182615, 0, 1656193148, 221, -0.983154, 0.049561, -0.033936, 1.251908, 1.618321, 0.114504
[Ard], 84225577, 0, 1656232668, 221, -0.985840, 0.055664, -0.039062, 1.343511, 1.526718, 0.152672
[Ard], 84267336, 0, 1656272188, 225, -0.984131, 0.049316, -0.031250, 1.534351, 1.541985, 0.351145
[Ard], 84278109, 0, 1656311708, 222, -0.983887, 0.049072, -0.043945, 1.267176, 1.396947, 0.129771
[Ard], 84319579, 0, 1656351228, 220, -0.989258, 0.051514, -0.034912, 1.473282, 1.603053, 0.351145
[Ard], 84366324, 0, 1656390748, 221, -0.985596, 0.051514, -0.032471, 1.305344, 1.488550, 0.251908
[Ard], 84407009, 0, 1656430268, 222, -0.984131, 0.049072, -0.042236, 1.473282, 1.641221, 0.167939
[Ard], 84449974, 0, 1656469788, 220, -0.982910, 0.047852, -0.036377, 1.458015, 1.404580, 0.183206
[Ard], 84494182, 0, 1656509308, 222, -0.983154, 0.048584, -0.037354, 1.259542, 1.564885, 0.267176
[Ard], 84542033, 0, 1656548828, 220, -0.985840, 0.044678, -0.041260, 1.305344, 1.641221, 0.259542
[Ard], 84580480, 0, 1656588348, 221, -0.982910, 0.042725, -0.031982, 1.267176, 1.450382, 0.213740
[Ard], 84623646, 0, 1656627868, 221, -0.972656, 0.050537, -0.044189, 1.236641, 1.801527, 0.030534
[Ard], 84632779, 0, 1656667388, 220, -0.986084, 0.048828, -0.035645, 1.458015, 1.923664, 0.274809
[Ard], 84678352, 0, 1656706908, 222, -0.981934, 0.045410, -0.037842, 1.244275, 1.595420, 0.160305
[Ard], 84717444, 0, 1656746428, 220, -0.981201, 0.048340, -0.031982, 1.450382, 1.564885, 0.351145
[Ard], 84763130, 0, 1656785948, 222, -0.984131, 0.049316, -0.028320, 1.450382, 1.564885, 0.091603
[Ard], 84804860, 0, 1656825468, 221, -0.986084, 0.045654, -0.032227, 1.244275, 1.442748, 0.236641
[Ard], 84849222, 0, 1656864988, 221, -0.983887, 0.052979, -0.031006, 1.312977, 1.633588, 0.229008
[Ard], 84892350, 0, 1656904508, 221, -0.980713, 0.052490, -0.031494, 1.412214, 1.587786, 0.198473
[Ard], 84931514, 0, 1656944028, 220, -0.981445, 0.049316, -0.034668, 1.312977, 1.549618, 0.267176
[Ard], 84979710, 0, 1656983548, 222, -0.984131, 0.049561, -0.023438, 1.465649, 1.389313, 0.137405
[Ard], 84989055, 0, 1657023068, 221, -0.984375, 0.054199, -0.038330, 1.305344, 1.610687, 0.221374
[Ard], 85034378, 0, 1657062588, 221, -0.980225, 0.048584, -0.029541, 1.465649, 1.549618, -0.045802
[Ard], 85079891, 0, 1657102108, 221, -0.980225, 0.047363, -0.039307, 1.442748, 1.549618, 0.152672
[Ard], 85145480, 0, 1657141628, 220, -0.980225, 0.046631, -0.031494, 1.259542, 1.557252, 0.114504
[Ard], 85171550, 0, 1657181148, 222, -0.988525, 0.053711, -0.045898, 1.213740, 1.549618, 0.221374
[Ard], 85209468, 0, 1657220668, 221, -0.982178, 0.055176, -0.034180, 1.366412, 1.503817, 0.290076
[Ard], 85251125, 0, 1657260188, 222, -0.979736, 0.050293, -0.032227, 1.259542, 1.618321, 0.183206
[Ard], 85290343, 0, 1657299708, 222, -0.982666, 0.047119, -0.032227, 1.396947, 1.511450, 0.061069
[Ard], 85329644, 0, 1657339228, 220, -0.979980, 0.053955, -0.027344, 1.328244, 1.633588, 0.312977
[Ard], 85368947, 0, 1657378748, 226, -0.979248, 0.044678, -0.037842, 1.519084, 1.328244, 0.328244
[Ard], 85409454, 0, 1657418268, 226, -0.987305, 0.050537, -0.027832, 1.335878, 1.610687, 0.160305
[Ard], 85453849, 0, 1657457788, 222, -0.990479, 0.047119, -0.036865, 1.320611, 1.625954, 0.160305
[Ard], 85469314, 0, 1657497308, 221, -0.985352, 0.046875, -0.033447, 1.282443, 1.435115, 0.427481
[Ard], 85516215, 0, 1657536828, 220, -0.983154, 0.045410, -0.037598, 1.091603, 1.488550, 0.160305
[Ard], 85559105, 0, 1657576348, 221, -0.983643, 0.049316, -0.025391, 1.351145, 1.458015, 0.503817
[Ard], 85598315, 0, 1657615868, 220, -0.982910, 0.044678, -0.043457, 1.259542, 1.572519, 0.152672
[Ard], 85645137, 0, 1657655388, 221, -0.982666, 0.047119, -0.028076, 1.335878, 1.343511, 0.259542
